StationName,StationID,year,month,day,hour,tau,PMf
彰化,EPA033,2019,4,17,9,58,17.96290000
線西,EPA034,2019,4,17,9,82,16.36060000
線西,EPA034,2019,4,17,9,58,19.39460000
二林,EPA035,2019,4,17,9,82,16.33540000
二林,EPA035,2019,4,17,9,58,18.26910000
南投,EPA036,2019,4,17,9,82,22.38580000
南投,EPA036,2019,4,17,9,58,19.37490000
斗六,EPA037,2019,4,17,9,82,18.27110000
斗六,EPA037,2019,4,17,9,58,21.02480000
崙背,EPA038,2019,4,17,9,82,16.87060000
崙背,EPA038,2019,4,17,9,58,17.51130000
新港,EPA039,2019,4,17,9,82,15.48080000
新港,EPA039,2019,4,17,9,58,17.89740000
朴子,EPA040,2019,4,17,9,82,16.24030000
朴子,EPA040,2019,4,17,9,58,17.03610000
臺西,EPA041,2019,4,17,9,82,16.63610000
臺西,EPA041,2019,4,17,9,58,17.28180000
嘉義,EPA042,2019,4,17,9,82,9.00321000
嘉義,EPA042,2019,4,17,9,58,19.68340000
新營,EPA043,2019,4,17,9,82,11.25250000
新營,EPA043,2019,4,17,9,58,17.86230000
善化,EPA044,2019,4,17,9,82,18.33040000
善化,EPA044,2019,4,17,9,58,18.66160000
安南,EPA045,2019,4,17,9,82,19.25510000
安南,EPA045,2019,4,17,9,58,18.45120000
臺南,EPA046,2019,4,17,9,82,19.37050000
臺南,EPA046,2019,4,17,9,58,21.30210000
美濃,EPA047,2019,4,17,9,82,17.87550000
美濃,EPA047,2019,4,17,9,58,23.07840000
橋頭,EPA048,2019,4,17,9,82,18.48990000
橋頭,EPA048,2019,4,17,9,58,23.17410000
仁武,EPA049,2019,4,17,9,82,18.55100000
仁武,EPA049,2019,4,17,9,58,27.29220000
鳳山,EPA050,2019,4,17,9,82,15.15740000
鳳山,EPA050,2019,4,17,9,58,29.80450000
大寮,EPA051,2019,4,17,9,82,24.59980000
大寮,EPA051,2019,4,17,9,58,22.35330000
林園,EPA052,2019,4,17,9,82,21.21540000
林園,EPA052,2019,4,17,9,58,23.25790000
楠梓,EPA053,2019,4,17,9,82,22.21880000
楠梓,EPA053,2019,4,17,9,58,27.37000000
左營,EPA054,2019,4,17,9,82,18.31630000
左營,EPA054,2019,4,17,9,58,25.22170000
前金,EPA056,2019,4,17,9,82,11.92820000
前金,EPA056,2019,4,17,9,58,23.39020000
前鎮,EPA057,2019,4,17,9,82,16.28510000
前鎮,EPA057,2019,4,17,9,58,24.22100000
小港,EPA058,2019,4,17,9,82,17.29560000
小港,EPA058,2019,4,17,9,58,28.24160000
屏東,EPA059,2019,4,17,9,82,16.14540000
屏東,EPA059,2019,4,17,9,58,20.05870000
潮州,EPA060,2019,4,17,9,82,31.75310000
潮州,EPA060,2019,4,17,9,58,26.23450000
恆春,EPA061,2019,4,17,9,82,16.34580000
恆春,EPA061,2019,4,17,9,58,16.67480000
臺東,EPA062,2019,4,17,9,82,17.37740000
臺東,EPA062,2019,4,17,9,58,17.66340000
花蓮,EPA063,2019,4,17,9,82,23.68970000
花蓮,EPA063,2019,4,17,9,58,20.14810000
陽明,EPA064,2019,4,17,9,82,11.40100000
陽明,EPA064,2019,4,17,9,58,17.13180000
宜蘭,EPA065,2019,4,17,9,82,17.12140000
宜蘭,EPA065,2019,4,17,9,58,17.25150000
冬山,EPA066,2019,4,17,9,82,8.36492000
冬山,EPA066,2019,4,17,9,58,21.95150000
三重,EPA067,2019,4,17,9,82,20.56690000
三重,EPA067,2019,4,17,9,58,23.73660000
中壢,EPA068,2019,4,17,9,82,21.47070000
中壢,EPA068,2019,4,17,9,58,39.89710000
竹山,EPA069,2019,4,17,9,82,19.74130000
竹山,EPA069,2019,4,17,9,58,26.66650000
永和,EPA070,2019,4,17,9,82,19.55420000
永和,EPA070,2019,4,17,9,58,24.90380000
復興,EPA071,2019,4,17,9,82,19.83080000
復興,EPA071,2019,4,17,9,58,29.23890000
埔里,EPA072,2019,4,17,9,82,15.34180000
埔里,EPA072,2019,4,17,9,58,18.70950000
關山,EPA080,2019,4,17,9,82,17.13440000
關山,EPA080,2019,4,17,9,58,17.01730000
金門,EPA101,2019,4,17,9,82,NULL
金門,EPA101,2019,4,17,9,58,NULL
馬祖,EPA102,2019,4,17,9,82,NULL
馬祖,EPA102,2019,4,17,9,58,NULL
阿里山,EPA103,2019,4,17,9,82,15.75540000
阿里山,EPA103,2019,4,17,9,58,16.46730000
麥寮,EPA110,2019,4,17,9,82,12.02210000
麥寮,EPA110,2019,4,17,9,58,17.09030000
基隆,EPA001,2019,4,17,8,81,15.70870000
基隆,EPA001,2019,4,17,8,57,23.03970000
汐止,EPA002,2019,4,17,8,81,18.83610000
汐止,EPA002,2019,4,17,8,57,31.92540000
萬里,EPA003,2019,4,17,8,81,14.90640000
萬里,EPA003,2019,4,17,8,57,17.41820000
新店,EPA004,2019,4,17,8,81,25.19540000
新店,EPA004,2019,4,17,8,57,31.34300000
土城,EPA005,2019,4,17,8,81,20.34960000
土城,EPA005,2019,4,17,8,57,22.90700000
板橋,EPA006,2019,4,17,8,81,24.91180000
板橋,EPA006,2019,4,17,8,57,29.71950000
新莊,EPA007,2019,4,17,8,81,18.69110000
新莊,EPA007,2019,4,17,8,57,22.28260000
菜寮,EPA008,2019,4,17,8,81,17.95970000
菜寮,EPA008,2019,4,17,8,57,28.16500000
林口,EPA009,2019,4,17,8,81,17.79800000
林口,EPA009,2019,4,17,8,57,18.55510000
淡水,EPA010,2019,4,17,8,81,12.46060000
淡水,EPA010,2019,4,17,8,57,17.85920000
士林,EPA011,2019,4,17,8,81,17.19420000
士林,EPA011,2019,4,17,8,57,24.82140000
中山,EPA012,2019,4,17,8,81,19.36200000
中山,EPA012,2019,4,17,8,57,24.59250000
萬華,EPA013,2019,4,17,8,81,15.07500000
萬華,EPA013,2019,4,17,8,57,22.81880000
古亭,EPA014,2019,4,17,8,81,23.31280000
古亭,EPA014,2019,4,17,8,57,31.14510000
松山,EPA015,2019,4,17,8,81,21.57820000
松山,EPA015,2019,4,17,8,57,43.15530000
大同,EPA016,2019,4,17,8,81,19.93020000
大同,EPA016,2019,4,17,8,57,33.12010000
桃園,EPA017,2019,4,17,8,81,22.69740000
桃園,EPA017,2019,4,17,8,57,49.49510000
大園,EPA018,2019,4,17,8,81,14.42460000
大園,EPA018,2019,4,17,8,57,19.27180000
觀音,EPA019,2019,4,17,8,81,18.23470000
觀音,EPA019,2019,4,17,8,57,21.03560000
平鎮,EPA020,2019,4,17,8,81,25.26640000
平鎮,EPA020,2019,4,17,8,57,40.44820000
龍潭,EPA021,2019,4,17,8,81,24.70140000
龍潭,EPA021,2019,4,17,8,57,27.88730000
湖口,EPA022,2019,4,17,8,81,20.97110000
湖口,EPA022,2019,4,17,8,57,23.29350000
竹東,EPA023,2019,4,17,8,81,18.77680000
竹東,EPA023,2019,4,17,8,57,19.00360000
新竹,EPA024,2019,4,17,8,81,12.67790000
新竹,EPA024,2019,4,17,8,57,21.72380000
頭份,EPA025,2019,4,17,8,81,9.16444000
頭份,EPA025,2019,4,17,8,57,30.68210000
苗栗,EPA026,2019,4,17,8,81,7.73113000
苗栗,EPA026,2019,4,17,8,57,29.41720000
三義,EPA027,2019,4,17,8,81,21.82730000
三義,EPA027,2019,4,17,8,57,20.08950000
豐原,EPA028,2019,4,17,8,81,30.73780000
豐原,EPA028,2019,4,17,8,57,20.30720000
沙鹿,EPA029,2019,4,17,8,81,13.18770000
沙鹿,EPA029,2019,4,17,8,57,18.16500000
大里,EPA030,2019,4,17,8,81,11.06020000
大里,EPA030,2019,4,17,8,57,19.83700000
忠明,EPA031,2019,4,17,8,81,17.13060000
忠明,EPA031,2019,4,17,8,57,20.57020000
西屯,EPA032,2019,4,17,8,81,8.74714000
西屯,EPA032,2019,4,17,8,57,21.48740000
彰化,EPA033,2019,4,17,8,81,25.43180000
彰化,EPA033,2019,4,17,8,57,18.05550000
線西,EPA034,2019,4,17,8,81,15.15900000
線西,EPA034,2019,4,17,8,57,19.12400000
二林,EPA035,2019,4,17,8,81,15.60600000
二林,EPA035,2019,4,17,8,57,17.80630000
南投,EPA036,2019,4,17,8,81,23.17440000
南投,EPA036,2019,4,17,8,57,19.76450000
斗六,EPA037,2019,4,17,8,81,23.06200000
斗六,EPA037,2019,4,17,8,57,20.34760000
崙背,EPA038,2019,4,17,8,81,17.10750000
崙背,EPA038,2019,4,17,8,57,17.45520000
新港,EPA039,2019,4,17,8,81,15.16720000
新港,EPA039,2019,4,17,8,57,17.54130000
朴子,EPA040,2019,4,17,8,81,16.02260000
朴子,EPA040,2019,4,17,8,57,17.01800000
臺西,EPA041,2019,4,17,8,81,16.04310000
臺西,EPA041,2019,4,17,8,57,16.96840000
嘉義,EPA042,2019,4,17,8,81,11.96770000
嘉義,EPA042,2019,4,17,8,57,18.69500000
新營,EPA043,2019,4,17,8,81,12.47450000
新營,EPA043,2019,4,17,8,57,17.95350000
善化,EPA044,2019,4,17,8,81,18.47790000
善化,EPA044,2019,4,17,8,57,19.34320000
安南,EPA045,2019,4,17,8,81,18.67280000
安南,EPA045,2019,4,17,8,57,19.50580000
臺南,EPA046,2019,4,17,8,81,19.04440000
臺南,EPA046,2019,4,17,8,57,20.83380000
美濃,EPA047,2019,4,17,8,81,18.21570000
美濃,EPA047,2019,4,17,8,57,23.72690000
橋頭,EPA048,2019,4,17,8,81,18.96210000
橋頭,EPA048,2019,4,17,8,57,22.33350000
仁武,EPA049,2019,4,17,8,81,20.68270000
仁武,EPA049,2019,4,17,8,57,24.35330000
鳳山,EPA050,2019,4,17,8,81,15.99930000
鳳山,EPA050,2019,4,17,8,57,24.60080000
大寮,EPA051,2019,4,17,8,81,25.23960000
大寮,EPA051,2019,4,17,8,57,22.00350000
林園,EPA052,2019,4,17,8,81,25.36550000
林園,EPA052,2019,4,17,8,57,26.13700000
楠梓,EPA053,2019,4,17,8,81,23.49080000
楠梓,EPA053,2019,4,17,8,57,28.31030000
左營,EPA054,2019,4,17,8,81,19.84890000
左營,EPA054,2019,4,17,8,57,24.08620000
前金,EPA056,2019,4,17,8,81,11.43250000
前金,EPA056,2019,4,17,8,57,22.17920000
前鎮,EPA057,2019,4,17,8,81,17.09000000
前鎮,EPA057,2019,4,17,8,57,23.31210000
小港,EPA058,2019,4,17,8,81,21.56090000
小港,EPA058,2019,4,17,8,57,28.12000000
屏東,EPA059,2019,4,17,8,81,16.51120000
屏東,EPA059,2019,4,17,8,57,20.25850000
潮州,EPA060,2019,4,17,8,81,33.99510000
潮州,EPA060,2019,4,17,8,57,26.69480000
恆春,EPA061,2019,4,17,8,81,16.49420000
恆春,EPA061,2019,4,17,8,57,16.63300000
臺東,EPA062,2019,4,17,8,81,17.28390000
臺東,EPA062,2019,4,17,8,57,17.25360000
花蓮,EPA063,2019,4,17,8,81,21.66270000
花蓮,EPA063,2019,4,17,8,57,20.41810000
陽明,EPA064,2019,4,17,8,81,11.39190000
陽明,EPA064,2019,4,17,8,57,17.05410000
宜蘭,EPA065,2019,4,17,8,81,16.30110000
宜蘭,EPA065,2019,4,17,8,57,17.24660000
冬山,EPA066,2019,4,17,8,81,9.43844000
冬山,EPA066,2019,4,17,8,57,21.28020000
三重,EPA067,2019,4,17,8,81,17.91060000
三重,EPA067,2019,4,17,8,57,22.86750000
中壢,EPA068,2019,4,17,8,81,23.38900000
中壢,EPA068,2019,4,17,8,57,43.63780000
竹山,EPA069,2019,4,17,8,81,19.04440000
竹山,EPA069,2019,4,17,8,57,25.81520000
永和,EPA070,2019,4,17,8,81,20.60800000
永和,EPA070,2019,4,17,8,57,30.14130000
復興,EPA071,2019,4,17,8,81,21.04200000
復興,EPA071,2019,4,17,8,57,24.07320000
埔里,EPA072,2019,4,17,8,81,17.37100000
埔里,EPA072,2019,4,17,8,57,17.69980000
關山,EPA080,2019,4,17,8,81,16.79000000
關山,EPA080,2019,4,17,8,57,15.66830000
金門,EPA101,2019,4,17,8,81,NULL
金門,EPA101,2019,4,17,8,57,NULL
馬祖,EPA102,2019,4,17,8,81,NULL
馬祖,EPA102,2019,4,17,8,57,NULL
阿里山,EPA103,2019,4,17,8,81,15.77360000
阿里山,EPA103,2019,4,17,8,57,16.39460000
麥寮,EPA110,2019,4,17,8,81,12.55320000
麥寮,EPA110,2019,4,17,8,57,16.95050000
基隆,EPA001,2019,4,17,7,80,14.59060000
基隆,EPA001,2019,4,17,7,56,18.65020000
汐止,EPA002,2019,4,17,7,80,13.71460000
汐止,EPA002,2019,4,17,7,56,41.29090000
萬里,EPA003,2019,4,17,7,80,11.81180000
萬里,EPA003,2019,4,17,7,56,16.95860000
新店,EPA004,2019,4,17,7,80,22.43350000
新店,EPA004,2019,4,17,7,56,24.87060000
土城,EPA005,2019,4,17,7,80,14.79790000
土城,EPA005,2019,4,17,7,56,22.45640000
板橋,EPA006,2019,4,17,7,80,17.53750000
板橋,EPA006,2019,4,17,7,56,23.97430000
新莊,EPA007,2019,4,17,7,80,15.28110000
新莊,EPA007,2019,4,17,7,56,20.83420000
菜寮,EPA008,2019,4,17,7,80,17.14990000
菜寮,EPA008,2019,4,17,7,56,19.74090000
林口,EPA009,2019,4,17,7,80,16.12040000
林口,EPA009,2019,4,17,7,56,17.66850000
淡水,EPA010,2019,4,17,7,80,10.56530000
淡水,EPA010,2019,4,17,7,56,17.20880000
士林,EPA011,2019,4,17,7,80,15.75130000
士林,EPA011,2019,4,17,7,56,23.75640000
中山,EPA012,2019,4,17,7,80,17.23350000
中山,EPA012,2019,4,17,7,56,28.77860000
萬華,EPA013,2019,4,17,7,80,16.59370000
萬華,EPA013,2019,4,17,7,56,21.75220000
古亭,EPA014,2019,4,17,7,80,15.82410000
古亭,EPA014,2019,4,17,7,56,24.97440000
松山,EPA015,2019,4,17,7,80,19.57990000
松山,EPA015,2019,4,17,7,56,39.26310000
大同,EPA016,2019,4,17,7,80,19.29870000
大同,EPA016,2019,4,17,7,56,27.05920000
桃園,EPA017,2019,4,17,7,80,21.28350000
桃園,EPA017,2019,4,17,7,56,62.16390000
大園,EPA018,2019,4,17,7,80,17.72890000
大園,EPA018,2019,4,17,7,56,18.15260000
觀音,EPA019,2019,4,17,7,80,18.95010000
觀音,EPA019,2019,4,17,7,56,18.71650000
平鎮,EPA020,2019,4,17,7,80,23.37440000
平鎮,EPA020,2019,4,17,7,56,43.36400000
龍潭,EPA021,2019,4,17,7,80,24.13430000
龍潭,EPA021,2019,4,17,7,56,28.70300000
湖口,EPA022,2019,4,17,7,80,22.20720000
湖口,EPA022,2019,4,17,7,56,22.61610000
竹東,EPA023,2019,4,17,7,80,20.51100000
竹東,EPA023,2019,4,17,7,56,19.67950000
新竹,EPA024,2019,4,17,7,80,15.72370000
新竹,EPA024,2019,4,17,7,56,22.09950000
頭份,EPA025,2019,4,17,7,80,11.59940000
頭份,EPA025,2019,4,17,7,56,23.26820000
苗栗,EPA026,2019,4,17,7,80,14.43540000
苗栗,EPA026,2019,4,17,7,56,22.57360000
三義,EPA027,2019,4,17,7,80,24.42400000
三義,EPA027,2019,4,17,7,56,20.51780000
豐原,EPA028,2019,4,17,7,80,32.96500000
豐原,EPA028,2019,4,17,7,56,21.09330000
沙鹿,EPA029,2019,4,17,7,80,15.73920000
沙鹿,EPA029,2019,4,17,7,56,18.37680000
大里,EPA030,2019,4,17,7,80,17.20820000
大里,EPA030,2019,4,17,7,56,20.58660000
忠明,EPA031,2019,4,17,7,80,25.92560000
忠明,EPA031,2019,4,17,7,56,21.15040000
西屯,EPA032,2019,4,17,7,80,24.09680000
西屯,EPA032,2019,4,17,7,56,22.22860000
彰化,EPA033,2019,4,17,7,80,23.88250000
彰化,EPA033,2019,4,17,7,56,18.27270000
線西,EPA034,2019,4,17,7,80,13.95810000
線西,EPA034,2019,4,17,7,56,18.95280000
二林,EPA035,2019,4,17,7,80,15.03690000
二林,EPA035,2019,4,17,7,56,17.66780000
南投,EPA036,2019,4,17,7,80,26.00420000
南投,EPA036,2019,4,17,7,56,20.86300000
斗六,EPA037,2019,4,17,7,80,27.59020000
斗六,EPA037,2019,4,17,7,56,20.28210000
崙背,EPA038,2019,4,17,7,80,18.36290000
崙背,EPA038,2019,4,17,7,56,16.94970000
新港,EPA039,2019,4,17,7,80,15.46730000
新港,EPA039,2019,4,17,7,56,17.59660000
朴子,EPA040,2019,4,17,7,80,16.10160000
朴子,EPA040,2019,4,17,7,56,16.89970000
臺西,EPA041,2019,4,17,7,80,16.20960000
臺西,EPA041,2019,4,17,7,56,17.00850000
嘉義,EPA042,2019,4,17,7,80,15.74300000
嘉義,EPA042,2019,4,17,7,56,18.21080000
新營,EPA043,2019,4,17,7,80,13.60410000
新營,EPA043,2019,4,17,7,56,18.52330000
善化,EPA044,2019,4,17,7,80,18.69340000
善化,EPA044,2019,4,17,7,56,18.54380000
安南,EPA045,2019,4,17,7,80,18.24600000
安南,EPA045,2019,4,17,7,56,18.77550000
臺南,EPA046,2019,4,17,7,80,18.49530000
臺南,EPA046,2019,4,17,7,56,19.98180000
美濃,EPA047,2019,4,17,7,80,18.87290000
美濃,EPA047,2019,4,17,7,56,24.43830000
橋頭,EPA048,2019,4,17,7,80,19.31990000
橋頭,EPA048,2019,4,17,7,56,23.41370000
仁武,EPA049,2019,4,17,7,80,21.96550000
仁武,EPA049,2019,4,17,7,56,24.52310000
鳳山,EPA050,2019,4,17,7,80,17.03610000
鳳山,EPA050,2019,4,17,7,56,22.49130000
大寮,EPA051,2019,4,17,7,80,32.28070000
大寮,EPA051,2019,4,17,7,56,21.16280000
林園,EPA052,2019,4,17,7,80,32.03440000
林園,EPA052,2019,4,17,7,56,22.66500000
楠梓,EPA053,2019,4,17,7,80,26.09260000
楠梓,EPA053,2019,4,17,7,56,23.43580000
左營,EPA054,2019,4,17,7,80,24.69520000
左營,EPA054,2019,4,17,7,56,21.54750000
前金,EPA056,2019,4,17,7,80,13.71910000
前金,EPA056,2019,4,17,7,56,21.61100000
前鎮,EPA057,2019,4,17,7,80,19.43280000
前鎮,EPA057,2019,4,17,7,56,22.63660000
小港,EPA058,2019,4,17,7,80,33.30450000
小港,EPA058,2019,4,17,7,56,28.24230000
屏東,EPA059,2019,4,17,7,80,18.87580000
屏東,EPA059,2019,4,17,7,56,20.45730000
潮州,EPA060,2019,4,17,7,80,37.40350000
潮州,EPA060,2019,4,17,7,56,28.04010000
恆春,EPA061,2019,4,17,7,80,16.66440000
恆春,EPA061,2019,4,17,7,56,16.61160000
臺東,EPA062,2019,4,17,7,80,17.14300000
臺東,EPA062,2019,4,17,7,56,17.14450000
花蓮,EPA063,2019,4,17,7,80,21.74350000
花蓮,EPA063,2019,4,17,7,56,19.77760000
陽明,EPA064,2019,4,17,7,80,12.85130000
陽明,EPA064,2019,4,17,7,56,17.02850000
宜蘭,EPA065,2019,4,17,7,80,17.32020000
宜蘭,EPA065,2019,4,17,7,56,17.04390000
冬山,EPA066,2019,4,17,7,80,11.83500000
冬山,EPA066,2019,4,17,7,56,21.74840000
三重,EPA067,2019,4,17,7,80,17.39810000
三重,EPA067,2019,4,17,7,56,21.17370000
中壢,EPA068,2019,4,17,7,80,23.98830000
中壢,EPA068,2019,4,17,7,56,49.40550000
竹山,EPA069,2019,4,17,7,80,20.26050000
竹山,EPA069,2019,4,17,7,56,28.24890000
永和,EPA070,2019,4,17,7,80,18.39810000
永和,EPA070,2019,4,17,7,56,22.60360000
復興,EPA071,2019,4,17,7,80,26.05610000
復興,EPA071,2019,4,17,7,56,22.99100000
埔里,EPA072,2019,4,17,7,80,14.39930000
埔里,EPA072,2019,4,17,7,56,17.18300000
關山,EPA080,2019,4,17,7,80,16.99900000
關山,EPA080,2019,4,17,7,56,17.39010000
金門,EPA101,2019,4,17,7,80,NULL
金門,EPA101,2019,4,17,7,56,NULL
馬祖,EPA102,2019,4,17,7,80,NULL
馬祖,EPA102,2019,4,17,7,56,NULL
阿里山,EPA103,2019,4,17,7,80,15.76030000
阿里山,EPA103,2019,4,17,7,56,16.30570000
麥寮,EPA110,2019,4,17,7,80,13.12790000
麥寮,EPA110,2019,4,17,7,56,17.03400000
基隆,EPA001,2019,4,17,6,79,13.05220000
基隆,EPA001,2019,4,17,6,55,17.48790000
汐止,EPA002,2019,4,17,6,79,17.84690000
汐止,EPA002,2019,4,17,6,55,37.10620000
萬里,EPA003,2019,4,17,6,79,14.29980000
萬里,EPA003,2019,4,17,6,55,16.76650000
新店,EPA004,2019,4,17,6,79,22.14600000
新店,EPA004,2019,4,17,6,55,35.10260000
土城,EPA005,2019,4,17,6,79,19.21290000
土城,EPA005,2019,4,17,6,55,19.84620000
板橋,EPA006,2019,4,17,6,79,18.07960000
板橋,EPA006,2019,4,17,6,55,19.85060000
新莊,EPA007,2019,4,17,6,79,17.32770000
新莊,EPA007,2019,4,17,6,55,19.70140000
菜寮,EPA008,2019,4,17,6,79,17.66840000
菜寮,EPA008,2019,4,17,6,55,18.42070000
林口,EPA009,2019,4,17,6,79,14.99510000
林口,EPA009,2019,4,17,6,55,17.39130000
淡水,EPA010,2019,4,17,6,79,7.80594000
淡水,EPA010,2019,4,17,6,55,15.88680000
士林,EPA011,2019,4,17,6,79,16.33950000
士林,EPA011,2019,4,17,6,55,23.73800000
中山,EPA012,2019,4,17,6,79,17.31780000
中山,EPA012,2019,4,17,6,55,23.51530000
萬華,EPA013,2019,4,17,6,79,17.89990000
萬華,EPA013,2019,4,17,6,55,20.49400000
古亭,EPA014,2019,4,17,6,79,19.74190000
古亭,EPA014,2019,4,17,6,55,27.82190000
松山,EPA015,2019,4,17,6,79,19.13370000
松山,EPA015,2019,4,17,6,55,32.82790000
大同,EPA016,2019,4,17,6,79,18.16370000
大同,EPA016,2019,4,17,6,55,32.65870000
桃園,EPA017,2019,4,17,6,79,22.70210000
桃園,EPA017,2019,4,17,6,55,55.39130000
大園,EPA018,2019,4,17,6,79,15.61500000
大園,EPA018,2019,4,17,6,55,17.35070000
觀音,EPA019,2019,4,17,6,79,20.33610000
觀音,EPA019,2019,4,17,6,55,18.47020000
平鎮,EPA020,2019,4,17,6,79,20.68560000
平鎮,EPA020,2019,4,17,6,55,42.42570000
龍潭,EPA021,2019,4,17,6,79,20.17310000
龍潭,EPA021,2019,4,17,6,55,31.56420000
湖口,EPA022,2019,4,17,6,79,21.83520000
湖口,EPA022,2019,4,17,6,55,21.20630000
竹東,EPA023,2019,4,17,6,79,17.83650000
竹東,EPA023,2019,4,17,6,55,19.72350000
新竹,EPA024,2019,4,17,6,79,23.57620000
新竹,EPA024,2019,4,17,6,55,20.40790000
頭份,EPA025,2019,4,17,6,79,16.65400000
頭份,EPA025,2019,4,17,6,55,26.04430000
苗栗,EPA026,2019,4,17,6,79,13.64490000
苗栗,EPA026,2019,4,17,6,55,28.25310000
三義,EPA027,2019,4,17,6,79,23.90470000
三義,EPA027,2019,4,17,6,55,22.27090000
豐原,EPA028,2019,4,17,6,79,33.35740000
豐原,EPA028,2019,4,17,6,55,20.61150000
沙鹿,EPA029,2019,4,17,6,79,16.22580000
沙鹿,EPA029,2019,4,17,6,55,18.85080000
大里,EPA030,2019,4,17,6,79,15.07380000
大里,EPA030,2019,4,17,6,55,19.64930000
忠明,EPA031,2019,4,17,6,79,22.56630000
忠明,EPA031,2019,4,17,6,55,20.52720000
西屯,EPA032,2019,4,17,6,79,13.61600000
西屯,EPA032,2019,4,17,6,55,21.68710000
彰化,EPA033,2019,4,17,6,79,17.70610000
彰化,EPA033,2019,4,17,6,55,18.77890000
線西,EPA034,2019,4,17,6,79,16.84280000
線西,EPA034,2019,4,17,6,55,18.00200000
二林,EPA035,2019,4,17,6,79,17.09500000
二林,EPA035,2019,4,17,6,55,17.04900000
南投,EPA036,2019,4,17,6,79,21.80270000
南投,EPA036,2019,4,17,6,55,22.31980000
斗六,EPA037,2019,4,17,6,79,19.99310000
斗六,EPA037,2019,4,17,6,55,21.37370000
崙背,EPA038,2019,4,17,6,79,18.53340000
崙背,EPA038,2019,4,17,6,55,16.81760000
新港,EPA039,2019,4,17,6,79,17.15730000
新港,EPA039,2019,4,17,6,55,18.32910000
朴子,EPA040,2019,4,17,6,79,18.12110000
朴子,EPA040,2019,4,17,6,55,16.94220000
臺西,EPA041,2019,4,17,6,79,16.53850000
臺西,EPA041,2019,4,17,6,55,16.66680000
嘉義,EPA042,2019,4,17,6,79,14.96000000
嘉義,EPA042,2019,4,17,6,55,18.62120000
新營,EPA043,2019,4,17,6,79,16.57570000
新營,EPA043,2019,4,17,6,55,19.59060000
善化,EPA044,2019,4,17,6,79,20.33250000
善化,EPA044,2019,4,17,6,55,19.24530000
安南,EPA045,2019,4,17,6,79,18.64750000
安南,EPA045,2019,4,17,6,55,20.32030000
臺南,EPA046,2019,4,17,6,79,18.67160000
臺南,EPA046,2019,4,17,6,55,19.60640000
美濃,EPA047,2019,4,17,6,79,19.39210000
美濃,EPA047,2019,4,17,6,55,23.05980000
橋頭,EPA048,2019,4,17,6,79,19.69040000
橋頭,EPA048,2019,4,17,6,55,22.83100000
仁武,EPA049,2019,4,17,6,79,19.67210000
仁武,EPA049,2019,4,17,6,55,24.20780000
鳳山,EPA050,2019,4,17,6,79,18.35440000
鳳山,EPA050,2019,4,17,6,55,22.61670000
大寮,EPA051,2019,4,17,6,79,31.57750000
大寮,EPA051,2019,4,17,6,55,21.94820000
林園,EPA052,2019,4,17,6,79,30.97590000
林園,EPA052,2019,4,17,6,55,26.63220000
楠梓,EPA053,2019,4,17,6,79,23.73840000
楠梓,EPA053,2019,4,17,6,55,22.31110000
左營,EPA054,2019,4,17,6,79,32.51020000
左營,EPA054,2019,4,17,6,55,22.22820000
前金,EPA056,2019,4,17,6,79,18.38300000
前金,EPA056,2019,4,17,6,55,20.23870000
前鎮,EPA057,2019,4,17,6,79,24.76870000
前鎮,EPA057,2019,4,17,6,55,22.60570000
小港,EPA058,2019,4,17,6,79,45.38700000
小港,EPA058,2019,4,17,6,55,24.24680000
屏東,EPA059,2019,4,17,6,79,20.21530000
屏東,EPA059,2019,4,17,6,55,20.64010000
潮州,EPA060,2019,4,17,6,79,24.39450000
潮州,EPA060,2019,4,17,6,55,27.89410000
恆春,EPA061,2019,4,17,6,79,16.72240000
恆春,EPA061,2019,4,17,6,55,17.01630000
臺東,EPA062,2019,4,17,6,79,16.78890000
臺東,EPA062,2019,4,17,6,55,18.20800000
花蓮,EPA063,2019,4,17,6,79,23.72830000
花蓮,EPA063,2019,4,17,6,55,23.42340000
陽明,EPA064,2019,4,17,6,79,14.27990000
陽明,EPA064,2019,4,17,6,55,17.53860000
宜蘭,EPA065,2019,4,17,6,79,18.16080000
宜蘭,EPA065,2019,4,17,6,55,17.40170000
冬山,EPA066,2019,4,17,6,79,17.11100000
冬山,EPA066,2019,4,17,6,55,19.07750000
三重,EPA067,2019,4,17,6,79,17.38770000
三重,EPA067,2019,4,17,6,55,19.01830000
中壢,EPA068,2019,4,17,6,79,22.37220000
中壢,EPA068,2019,4,17,6,55,47.17360000
竹山,EPA069,2019,4,17,6,79,21.76090000
竹山,EPA069,2019,4,17,6,55,17.93700000
永和,EPA070,2019,4,17,6,79,19.46510000
永和,EPA070,2019,4,17,6,55,28.17080000
復興,EPA071,2019,4,17,6,79,27.02110000
復興,EPA071,2019,4,17,6,55,24.67950000
埔里,EPA072,2019,4,17,6,79,14.47680000
埔里,EPA072,2019,4,17,6,55,17.00590000
關山,EPA080,2019,4,17,6,79,16.52860000
關山,EPA080,2019,4,17,6,55,17.04430000
金門,EPA101,2019,4,17,6,79,NULL
金門,EPA101,2019,4,17,6,55,NULL
馬祖,EPA102,2019,4,17,6,79,NULL
馬祖,EPA102,2019,4,17,6,55,NULL
阿里山,EPA103,2019,4,17,6,79,15.77520000
阿里山,EPA103,2019,4,17,6,55,16.47940000
